iter	RMSE
483	0.5022565209
484	0.5013276531
485	0.5006513886
486	0.5003883061
487	0.4996912268
488	0.4986899392
489	0.49777207
490	0.4967950118
491	0.4962671169
492	0.495423101
493	0.4943779848
494	0.4933750414
495	0.492336757
496	0.4916605733
497	0.4912193945
498	0.4910228795
499	0.4907617311
500	0.4902932098
501	0.4900880549
502	0.4893326343
503	0.488532506
504	0.4877848043
505	0.4869607382
506	0.4859779545
507	0.4849599636
508	0.4843668314
509	0.4834183985
510	0.4830428366
511	0.4822067109
512	0.4816834279
513	0.4812685483
514	0.480307239
515	0.4794649736
516	0.4784325039
517	0.477733685
518	0.476649859
519	0.4761958447
520	0.4758159163
521	0.4751317037
522	0.4746993347
523	0.4737643706
524	0.4733982821
525	0.4724458473
526	0.4716964517
527	0.4707354423
528	0.4702122515
529	0.4693417719
530	0.4689232404
531	0.4679170327
532	0.4672788702
533	0.4663523095
534	0.4656475207
535	0.4648850869
536	0.4645446723
537	0.4638226308
538	0.4634807999
539	0.4629501965
540	0.4618595184
541	0.4612896295
542	0.4609642683
543	0.4598988485
544	0.4592566135
545	0.459092019
546	0.4586789053
547	0.4580965132
548	0.4574278242
549	0.4568997219
550	0.4559512447
551	0.4552656325
552	0.4544756396
553	0.4542113699
554	0.4534843184
555	0.4528407645
556	0.4518123462
557	0.450709984
558	0.4499979529
559	0.44929042
560	0.4485066461
561	0.4482895741
562	0.4476169894
563	0.4468380632
564	0.4461058525
565	0.4451318128
566	0.4442059153
567	0.4431570857
568	0.4421904218
569	0.4414874032
570	0.4409788408
571	0.4405697662
572	0.4400567477
573	0.4394713623
574	0.4391379022
575	0.4386423268
576	0.4381426897
577	0.4375108603
578	0.436820733
579	0.436561626
580	0.4357633139
581	0.4349009481
582	0.4339276037
583	0.4331042551
584	0.4326944018
585	0.4317236076
586	0.4308258261
587	0.4302430705
588	0.4295390416
589	0.4286549012
590	0.4275813129
591	0.4269805393
592	0.4263248319
593	0.4254027669
594	0.4245153992
595	0.4238062319
596	0.4229507815
597	0.4223523347
598	0.4217242291
599	0.4207036527
600	0.4200424051
601	0.4191468791
602	0.418733428
603	0.4183840398
604	0.4176213025
605	0.4169059074
606	0.4160316162
607	0.4157902464
608	0.4149411216
609	0.4138555872
610	0.4135212736
611	0.4129144208
612	0.4126408864
613	0.4117200519
614	0.411511324
615	0.4108890478
616	0.410137804
617	0.4092025259
618	0.4085061972
619	0.4075570391
620	0.4065836102
621	0.4063510484
622	0.4056034247
623	0.405393194
624	0.404777896
625	0.4039265871
626	0.4036033382
627	0.4028739909
628	0.4023815057
629	0.4019821278
630	0.401289837
631	0.4004509647
632	0.399915437
633	0.3994535313
634	0.3989448679
635	0.3983974578
636	0.398278153
637	0.397363343
638	0.3966065287
639	0.3960323306
640	0.3954526832
641	0.3946325272
642	0.3938135772
643	0.392849839
644	0.3925302459
645	0.3916486662
646	0.3912107616
647	0.3903529413
648	0.3901741993
649	0.3895477501
650	0.3889646507
651	0.3882959245
652	0.387463683
653	0.3864963073
654	0.3859347473
655	0.3854220463
656	0.3846671693
657	0.3838748713
658	0.3832752487
659	0.3826820906
660	0.3822791501
661	0.3819073244
662	0.3812727507
663	0.3805118857
664	0.3801403351
665	0.3794804948
666	0.3787613548
667	0.3783261248
668	0.3774631521
669	0.3766980859
670	0.3758934703
671	0.3751586505
672	0.3744833225
673	0.374156036
674	0.3736802604
675	0.3729208135
676	0.3723085534
677	0.3717984479
678	0.3709612398
679	0.3706650995
680	0.3699076693
681	0.3692222838
682	0.3686434758
683	0.3681341762
684	0.3675955369
685	0.3668755302
686	0.3664121183
687	0.3656231555
688	0.3648315416
689	0.3641146943
690	0.3635181252
691	0.3628358597
692	0.3623979047
693	0.3621846696
694	0.3617933348
695	0.3614120958
696	0.3605670085
697	0.3601088105
698	0.3593766379
699	0.3588839532
700	0.358533108
701	0.3579392619
702	0.3572137932
703	0.356838122
704	0.3566586589
705	0.3559153128
706	0.3551959693
707	0.3546268914
708	0.3541962146
709	0.3534163507
710	0.3526091399
711	0.3521503329
712	0.3517297243
713	0.3514865635
714	0.3509781249
715	0.3502338097
716	0.349569392
717	0.3492648998
718	0.3485908559
719	0.3479898267
720	0.347289319
721	0.3465222433
722	0.3458801197
723	0.3455032263
724	0.3450175429
725	0.3443366595
726	0.3439549648
727	0.3431616741
728	0.342625605
729	0.3422523061
730	0.3418227762
731	0.3411267051
732	0.3408829671
733	0.3401219246
734	0.3395381918
735	0.3391368764
736	0.3386078422
737	0.338307509
738	0.3375452871
739	0.3369521088
740	0.336306128
741	0.3356243227
742	0.3351785504
743	0.3343433864
744	0.3337897393
745	0.3334229552
746	0.3330375617
747	0.3326121604
748	0.3318900517
749	0.3317599643
750	0.3309685838
751	0.3304323214
752	0.3297027041
753	0.3292333312
754	0.3288173496
755	0.3281466064
756	0.3275317178
757	0.3272924263
758	0.3265334455
759	0.3261754535
760	0.3257165331
761	0.3252153019
762	0.3247774737
763	0.3244031853
764	0.3237872826
765	0.3232655729
766	0.3229811941
767	0.3223690224
768	0.321742336
769	0.3210234758
770	0.3205962122
771	0.3198325652
772	0.3192125772
773	0.3189160025
774	0.3182402605
775	0.3175390404
776	0.3171976158
777	0.3166682758
778	0.3163396361
779	0.3160761362
780	0.3155168782
781	0.3149017525
782	0.314182728
783	0.3137572035
784	0.3135449975
785	0.3133654153
786	0.3130776009
787	0.3123222586
788	0.3120775187
789	0.3117003738
790	0.3111955047
791	0.3106126691
792	0.3104139513
793	0.3103213089
794	0.3099044812
795	0.3094098175
796	0.3091170515
797	0.3087881388
798	0.3082059542
799	0.3077022774
800	0.3072403884
801	0.3069815614
802	0.3063807668
803	0.3060122931
804	0.3054249141
805	0.3048527701
806	0.3046018636
807	0.3040273457
808	0.3033780634
809	0.3031446099
810	0.3025109052
811	0.3019087472
812	0.3013608622
813	0.3008038752
814	0.3003616126
815	0.2998222106
816	0.2993667372
817	0.2991807946
818	0.2987395917
819	0.2983245802
820	0.2977682685
821	0.2974175081
822	0.2968690284
823	0.2963964245
824	0.29573508
825	0.2952309513
826	0.2945301091
827	0.2941631159
828	0.2937391447
829	0.2932969251
830	0.2929034488
831	0.2923410486
832	0.2918900227
833	0.2912457329
834	0.2909600477
835	0.2902616289
836	0.2897396128
837	0.2891685482
838	0.2888174177
839	0.2885651141
840	0.2882275316
841	0.2879603768
842	0.2872427674
843	0.2867424581
844	0.2864422063
845	0.2858140697
846	0.2854053876
847	0.2848371315
848	0.2846218088
849	0.2841148823
850	0.2838032073
851	0.2831722105
852	0.2825390855
853	0.2819997182
854	0.2815163816
855	0.2810517549
856	0.2808587003
857	0.2804651696
858	0.2799689928
859	0.2794388271
860	0.2790204618
861	0.278604361
862	0.2782003988
863	0.2777162524
864	0.2771837438
865	0.2766864537
866	0.2760495031
867	0.2754616824
868	0.2750024867
869	0.2746010558
870	0.2742627251
871	0.2741125289
872	0.2734510097
873	0.2728048364
874	0.2725482845
875	0.2721303853
876	0.2717599143
877	0.2715119261
878	0.2710465796
879	0.2704830607
880	0.2700961022
881	0.2695477754
882	0.2694590858
883	0.2693427383
884	0.2691798373
885	0.2687495346
886	0.2685115583
887	0.2681084239
888	0.2676378485
889	0.267174243
890	0.266690021
891	0.2661049362
892	0.2656699259
893	0.2651489574
894	0.2645810462
895	0.2641321854
896	0.2636952939
897	0.2631692967
898	0.2626043365
899	0.2621541234
900	0.2617807395
901	0.2614566391
902	0.2610081897
903	0.2606613211
904	0.2605418572
905	0.260047453
906	0.2597428731
907	0.2594699074
908	0.259171019
909	0.2585691108
910	0.2583744143
911	0.2578547537
912	0.257625553
913	0.2571507955
914	0.2568605878
915	0.2567181696
916	0.2561219068
917	0.2555950253
918	0.2553415999
919	0.2547719264
920	0.2542154592
921	0.2538119803
922	0.2532524908
923	0.2528718361
924	0.2527427756
925	0.2523977145
926	0.252088617
927	0.2515204327
928	0.2510703413
929	0.2508122595
930	0.250554219
931	0.2503805001
932	0.2498339796
933	0.2493309541
934	0.2491936697
935	0.2489070532
936	0.2487547603
937	0.2482495997
938	0.2478749686
939	0.2473243565
940	0.2467104217
941	0.2461770086
942	0.2458787489
943	0.2456555279
944	0.245286756
945	0.2450622124
946	0.2446280664
947	0.2440813086
948	0.2437191271
949	0.2432790409
950	0.2431158119
951	0.2426265974
952	0.2423482256
953	0.241984637
954	0.2414960617
955	0.2410635883
956	0.2406590359
957	0.2403560803
958	0.2400691756
959	0.2398924282
960	0.2396118714
961	0.2392248783
962	0.2388805093
963	0.2384788553
964	0.2380634143
965	0.2376569686
966	0.2373731204
967	0.2372626004
968	0.2370246369
969	0.2365572613
970	0.2362230481
971	0.2357888871
972	0.235432178
973	0.2350350842
974	0.2347612322
975	0.2343253842
976	0.2338210251
977	0.233423637
978	0.2329082713
979	0.2327629462
980	0.2321606893
981	0.2316864866
982	0.2312308633
983	0.231031748
984	0.2308244935
985	0.2302861469
986	0.2298080765
987	0.2293510177
988	0.2289431143
989	0.2285868509
990	0.2282982671
991	0.2280863748
992	0.2276705158
993	0.2273528811
994	0.2268573013
995	0.2264171959
996	0.2259623866
997	0.2255907763
998	0.2253055696
999	0.2248837815
1000	0.2245882075
1001	0.2242024526
1002	0.2239369354
1003	0.2234026817
1004	0.2231001883
1005	0.222589639
1006	0.2222833501
1007	0.221872744
1008	0.2214850244
1009	0.2210501346
1010	0.2205261103
1011	0.2202950564
1012	0.2199903833
1013	0.2197504129
1014	0.2194870603
1015	0.2192244018
1016	0.2187831539
1017	0.2183525412
1018	0.2180278618
1019	0.2175461225
1020	0.2171622946
1021	0.2166564025
1022	0.2163308382
1023	0.2159805808
1024	0.2157182082
1025	0.2151507301
1026	0.2149177654
1027	0.2146095083
1028	0.2144744487
1029	0.2142672184
1030	0.2138867779
1031	0.2134579984
1032	0.2132944592
1033	0.2129656341
1034	0.2128879532
1035	0.2125332978
1036	0.2124496417
1037	0.2122338065
1038	0.2119363316
1039	0.211644253
1040	0.2112677338
1041	0.2109789369
1042	0.2105488181
1043	0.2102096897
1044	0.2099920646
1045	0.2096276131
1046	0.2091957288
1047	0.2088230294
1048	0.2084388567
1049	0.2082257871
1050	0.2078709722
1051	0.2074886139
1052	0.207037184
1053	0.2069271092
1054	0.2066794926
1055	0.2064338568
1056	0.2060515526
1057	0.2058641393
1058	0.2056932109
1059	0.20533543
1060	0.2050062888
1061	0.2049009083
1062	0.2045435092
1063	0.2043143325
1064	0.2040165438
1065	0.2037996035
1066	0.2036919045
1067	0.2033018501
1068	0.2028869126
1069	0.2027750985
1070	0.2026541697
1071	0.2021453631
1072	0.2016810035
1073	0.2013194558
1074	0.201050093
1075	0.2007778929
1076	0.2002701121
1077	0.1998375724
1078	0.1993801551
1079	0.1991238532
1080	0.198941629
1081	0.1984873661
1082	0.1981202484
1083	0.1978902629
1084	0.1974673153
1085	0.1970817267
1086	0.1970028993
1087	0.1967468843
1088	0.1963011882
1089	0.196009107
1090	0.1956678018
1091	0.1953139009
1092	0.1950383212
1093	0.1946423318
1094	0.1942587984
1095	0.1940613392
1096	0.1936887867
1097	0.1935471157
1098	0.1930847014
1099	0.1926973853
1100	0.1923960002
1101	0.1920492092
1102	0.1919106213
1103	0.1917917137
1104	0.1916972286
1105	0.1916183989
1106	0.1914929374
1107	0.1910811062
1108	0.1908486847
1109	0.1905829064
1110	0.1903867951
1111	0.190008269
1112	0.1896862839
1113	0.1895647539
1114	0.1892533891
1115	0.1889205882
1116	0.1885345474
1117	0.1884096495
1118	0.1881061951
1119	0.187902691
1120	0.1877218113
1121	0.187425755
1122	0.1871409627
1123	0.1868100886
1124	0.1864745525
1125	0.1863178984
1126	0.1859755299
1127	0.1856239008
1128	0.1854761404
1129	0.185159308
1130	0.184760136
1131	0.184482153
1132	0.1843255106
1133	0.1839023954
1134	0.1835557266
1135	0.1831180531
1136	0.1829721386
1137	0.1828940629
1138	0.1828148478
1139	0.1825386962
1140	0.1821923905
1141	0.1818641677
1142	0.1815692521
1143	0.1814120678
1144	0.1812042883
1145	0.181090827
1146	0.180838519
1147	0.1805838677
1148	0.1802162137
1149	0.180146168
1150	0.1800365664
1151	0.179817707
1152	0.1796073803
1153	0.179384521
1154	0.1791359189
1155	0.179074045
1156	0.1789162214
1157	0.1785703205
1158	0.1782608252
1159	0.178164939
1160	0.1780045246
1161	0.1778440899
1162	0.1774888993
1163	0.1773125576
1164	0.1770641244
1165	0.1767475404
1166	0.1764934893
1167	0.1762268883
1168	0.1760301446
1169	0.1758979208
1170	0.1755860896
1171	0.1752889136
1172	0.1750748759
1173	0.1747877978
1174	0.1744210512
1175	0.1740281167
1176	0.1737076159
1177	0.1733126812
1178	0.1729289119
1179	0.1727738658
1180	0.172633403
1181	0.1725051405
1182	0.1723334195
1183	0.1719712905
1184	0.1718523239
1185	0.1714995864
1186	0.1713339595
1187	0.1709856631
1188	0.1706689352
1189	0.1704351796
1190	0.1703197565
1191	0.1702552098
1192	0.1699100236
1193	0.1695929826
1194	0.1693841793
1195	0.1690745237
1196	0.168808503
1197	0.1684634533
1198	0.1682546284
1199	0.1678843343
1200	0.1677903335
1201	0.1674635892
1202	0.167215202
1203	0.1667950304
1204	0.1664884723
1205	0.1661684613
1206	0.165836014
1207	0.1656425814
1208	0.1654796057
1209	0.1654030837
1210	0.1650861644
1211	0.1648656056
1212	0.1645321604
1213	0.1643085832
1214	0.1641988782
1215	0.163989289
1216	0.1637325201
1217	0.1635563118
1218	0.1634000734
1219	0.1632266241
1220	0.1630895068
1221	0.1628969438
1222	0.1625136677
1223	0.1623096737
1224	0.1621267419
1225	0.1618417834
1226	0.1615800167
1227	0.1614739936
1228	0.161169665
1229	0.1609835188
1230	0.1606993074
1231	0.1605417203
1232	0.1602315778
1233	0.1598988844
1234	0.1595181973
1235	0.1591505617
1236	0.1590281022
1237	0.1589160488
1238	0.1586356039
1239	0.1582920588
1240	0.1579837036
1241	0.1576683371
1242	0.1574306362
1243	0.1572084145
1244	0.1570922768
1245	0.1569716858
1246	0.1568075781
1247	0.156486477
1248	0.1563021641
1249	0.1562185145
1250	0.1559976023
1251	0.1556536708
1252	0.1556122635
1253	0.1553146914
1254	0.1550178403
1255	0.1549664049
1256	0.1547421181
1257	0.1544263136
1258	0.1542742284
1259	0.1540092135
1260	0.1538601605
1261	0.1535659578
1262	0.1532860578
1263	0.1530233817
1264	0.1529278072
1265	0.1528315301
1266	0.1526318745
1267	0.1524827475
1268	0.1521687599
1269	0.1520556671
1270	0.1518134289
1271	0.1515246759
1272	0.1511902702
1273	0.1510699918
1274	0.1510224579
1275	0.1507377393
1276	0.1504353196
1277	0.1501964858
1278	0.1500527972
1279	0.1498456093
1280	0.1495411955
1281	0.1494606013
1282	0.1491679173
1283	0.1489753113
1284	0.1487273804
1285	0.148462796
1286	0.1484119448
1287	0.1481660781
1288	0.1478345056
1289	0.1477027804
1290	0.1474542904
1291	0.1471680369
1292	0.1470167653
1293	0.1467241255
1294	0.1466376476
1295	0.1465152106
1296	0.1462122442
1297	0.145956887
1298	0.1458506608
1299	0.1457331387
1300	0.1455304332
1301	0.1453130523
1302	0.1451915687
1303	0.1448446206
1304	0.1445980282
1305	0.1444476339
1306	0.1441634655
1307	0.1440274931
1308	0.1437947706
1309	0.1436582316
1310	0.1434764201
1311	0.143408461
1312	0.1431257797
1313	0.1428133897
1314	0.1427695607
1315	0.1426623066
1316	0.1426118958
1317	0.1424673848
1318	0.1423426658
1319	0.1421402854
1320	0.1419151018
1321	0.1417848143
1322	0.1415182746
1323	0.1414027197
1324	0.1411125345
1325	0.1408976461
1326	0.1408289778
1327	0.1405391471
1328	0.1403246813
1329	0.1401239129
1330	0.1400339181
1331	0.1398329896
1332	0.1397861932
1333	0.139595018
1334	0.1393059272
1335	0.1390369236
1336	0.1388766591
1337	0.1386229699
1338	0.1385018791
1339	0.1384579058
1340	0.1382284394
1341	0.1381046001
1342	0.1379074286
1343	0.1376956821
1344	0.1374097402
1345	0.1372431078
1346	0.1369960312
1347	0.1367642035
1348	0.1366051502
1349	0.1363736198
1350	0.1362209612
1351	0.1361147736
1352	0.1358258544
1353	0.135554195
1354	0.1352558648
1355	0.1351290689
1356	0.1348618451
1357	0.1347127438
1358	0.1346502677
1359	0.134540218
1360	0.1343313257
1361	0.1341094561
1362	0.1339200371
1363	0.1338258472
1364	0.1337257987
1365	0.1334773936
1366	0.1332788262
1367	0.1331670792
1368	0.1329900293
1369	0.1328539882
1370	0.132623459
1371	0.1324977917
1372	0.1322999629
1373	0.1320529094
1374	0.1317413296
1375	0.1316026842
1376	0.1313525875
1377	0.1310960893
1378	0.1308325872
1379	0.1307271561
1380	0.1304800476
1381	0.1303614826
1382	0.1301885376
1383	0.1300619391
1384	0.1299254227
1385	0.129693852
1386	0.1296476672
1387	0.1295345443
1388	0.1293439643
1389	0.1290805779
1390	0.1289169935
1391	0.1288103265
1392	0.1286027711
1393	0.1285684616
1394	0.1282888573
1395	0.1281667165
1396	0.1281310519
1397	0.127888509
1398	0.1277342097
1399	0.1275872699
1400	0.1273894858
1401	0.1271341715
1402	0.1269567772
1403	0.1267246805
1404	0.1266423365
1405	0.1263843516
1406	0.1260995349
1407	0.1260186213
1408	0.1257839169
1409	0.1255170227
1410	0.1252798461
1411	0.1250730603
1412	0.1250185362
1413	0.1247398854
1414	0.1244670715
1415	0.1242394858
1416	0.123945884
1417	0.1237714548
1418	0.1236937186
1419	0.1235943162
1420	0.1234636419
1421	0.1232047193
1422	0.1230627741
1423	0.1228454052
1424	0.122695343
1425	0.1225962168
1426	0.122407767
1427	0.1221415495
1428	0.1220324224
1429	0.1218983027
1430	0.1216167096
1431	0.1214224945
1432	0.1213630867
1433	0.1212490431
1434	0.121120277
1435	0.1209324868
1436	0.1207490245
1437	0.1207011921
1438	0.1205775927
1439	0.1204004109
1440	0.1201522229
1441	0.1199266279
1442	0.1198051198
1443	0.119567851
1444	0.1193418882
1445	0.1190731904
1446	0.1190099448
1447	0.1187319032
1448	0.1186362357
1449	0.1184514119
1450	0.1182067109
1451	0.1181053971
1452	0.1178321305
1453	0.1176676468
1454	0.1174919769
1455	0.1173788014
1456	0.117105507
1457	0.1168874741
1458	0.1166635859
1459	0.1164884659
1460	0.1162705755
1461	0.1160925675
1462	0.1158413238
1463	0.1156852349
1464	0.1155771354
1465	0.115364028
1466	0.1152351
1467	0.1150463263
1468	0.1148146671
1469	0.1147771921
1470	0.1146895844
1471	0.1144173936
1472	0.114144788
1473	0.1139294316
1474	0.1138631428
1475	0.1136064493
1476	0.1134356891
1477	0.1132247182
1478	0.1130297628
1479	0.1129058542
1480	0.1126815197
1481	0.1124708335
1482	0.1122670175
1483	0.1121098663
1484	0.1119056567
1485	0.1118729157
1486	0.1118399218
1487	0.111598684
1488	0.1114623212
1489	0.1112655431
1490	0.1110933538
1491	0.1109064832
1492	0.1107043764
1493	0.1106364519
1494	0.1104116288
1495	0.1103334911
1496	0.1101573074
1497	0.1101235504
1498	0.1099257933
1499	0.1097103874
